language,mode,command,description
en,EX commands,:wn[ext],write to a file and go to next file in argument list
en,EX commands,:wN[ext],write to a file and go to previous file in argument list
en,EX commands,:wp[revious],write to a file and go to previous file in argument list
en,EX commands,:wq,write to a file and quit window or Vim
en,EX commands,:wqa[ll],write all changed buffers and quit Vim
en,EX commands,:w[rite],write to a file
en,EX commands,:ws[verb],pass the verb to workshop over IPC
en,EX commands,:wu[ndo],write undo information to a file
en,EX commands,:wv[iminfo],write to viminfo file
en,EX commands,:X,ask for encryption key
en,EX commands,:xa[ll],"same as "":wqall"""
en,EX commands,:x[it],write if buffer changed and quit window or Vim
en,EX commands,:xm[ap],"like "":map"" but for Visual mode"
en,EX commands,:xmapc[lear],remove all mappings for Visual mode
en,EX commands,:xme[nu],add menu for Visual mode
en,EX commands,:xn[oremap],"like "":noremap"" but for Visual mode"
en,EX commands,:xnoreme[nu],"like "":noremenu"" but for Visual mode"
en,EX commands,:xu[nmap],"like "":unmap"" but for Visual mode"
en,EX commands,:xunme[nu],remove menu for Visual mode
en,EX commands,:y[ank],yank lines into a register
en,EX commands,:z,print some lines
en,Insert mode,0 CTRL-D,delete all indent in the current line
en,Insert mode,<BS>,delete character before the cursor
en,Insert mode,<C-End>,cursor past end of file
en,Insert mode,{char1}<BS>{char2},enter digraph (only when 'digraph' option set)
en,Insert mode,<C-Home>,cursor to start of file
en,Insert mode,<C-Left>,cursor one word left
en,Insert mode,<CR>,begin new line
en,Insert mode,<C-Right>,cursor one word right
en,Insert mode,CTRL-@,insert previously inserted text and stop insert
en,Insert mode,CTRL-[,same as <Esc>
en,Insert mode,CTRL-],trigger abbreviation
en,Insert mode,CTRL-^,toggle use of |:lmap| mappings
en,Insert mode,CTRL-_,"When 'allowrevins' set: change language (Hebrew, Farsi) {only when compiled with the |+rightleft| feature}"
en,Insert mode,CTRL-A,insert previously inserted text
en,Insert mode,CTRL- a - z,reserved for extensions
en,Insert mode,CTRL-C,"quit insert mode, without checking for abbreviation, unless 'insertmode' set."
en,Insert mode,CTRL- CTRL-G,go to mode specified with 'insertmode'
en,Insert mode,CTRL- CTRL-N,go to Normal mode
en,Insert mode,^ CTRL-D,"delete all indent in the current line, restore it in the next line"
en,Insert mode,CTRL-D,delete one shiftwidth of indent in the current line
en,Insert mode,CTRL-E,insert the character which is below the cursor
en,Insert mode,CTRL-G CTRL-J,"line down, to column where inserting started"
en,Insert mode,CTRL-G CTRL-K,"line up, to column where inserting started"
en,Insert mode,CTRL-G <Down>,"line down, to column where inserting started"
en,Insert mode,CTRL-G j,"line down, to column where inserting started"
en,Insert mode,CTRL-G k,"line up, to column where inserting started"
en,Insert mode,CTRL-G u,start new undoable edit
en,Insert mode,CTRL-G <Up>,"line up, to column where inserting started"
en,Insert mode,CTRL-H,same as <BS>
en,Insert mode,CTRL-I,same as <Tab>
en,Insert mode,CTRL-J,same as <CR>
en,Insert mode,CTRL-K {char1} {char2},enter digraph
en,Insert mode,CTRL-L,when 'insertmode' set: Leave Insert mode
en,Insert mode,CTRL-M,same as <CR>
en,Insert mode,CTRL-N,find next match for keyword in front of the cursor
en,Insert mode,CTRL-O,execute a single command and return to insert mode
en,Insert mode,CTRL-P,find previous match for keyword in front of the cursor
en,Insert mode,CTRL-Q,"same as CTRL-V, unless used for terminal control flow"
en,Insert mode,"CTRL-R {0-9a-z""%#*:=}",insert the contents of a register
en,Insert mode,"CTRL-R CTRL-O {0-9a-z""%#*:=}",insert the contents of a register literally and don't auto-indent
en,Insert mode,"CTRL-R CTRL-P {0-9a-z""%#*:=}",insert the contents of a register literally and fix indent.
en,Insert mode,"CTRL-R CTRL-R {0-9a-z""%#*:=}",insert the contents of a register literally
en,Insert mode,CTRL-S,(used for terminal control flow)
en,Insert mode,CTRL-T,insert one shiftwidth of indent in current line
en,Insert mode,CTRL-U,delete all entered characters in the current line
en,Insert mode,CTRL-V {char},insert next non-digit literally
en,Insert mode,CTRL-V {number},insert three digit decimal number as a single byte.
en,Insert mode,CTRL-W,delete word before the cursor
en,Insert mode,CTRL-X {mode},"enter CTRL-X sub mode, see |i_CTRL-X_index|"
en,Insert mode,CTRL-Y,insert the character which is above the cursor
en,Insert mode,CTRL-Z,when 'insertmode' set: suspend Vim
en,Insert mode,<Down>,cursor one line down
en,Insert mode,<End>,cursor past end of line
en,Insert mode,<Esc>,end insert mode (unless 'insertmode' set)
en,Insert mode,<F1>,same as <Help>
en,Insert mode,<Help>,stop insert mode and display help window
en,Insert mode,<Home>,cursor to start of line
en,Insert mode,<Insert>,toggle Insert/Replace mode
en,Insert mode,<Left>,cursor one character left
en,Insert mode,<LeftMouse>,cursor at mouse click
en,Insert mode,<NL>,same as <CR>
en,Insert mode,<PageDown>,one screenful forward
en,Insert mode,<PageUp>,one screenful backward
en,Insert mode,<Right>,cursor one character right
en,Insert mode,<ScrollWheelDown>,move window three lines down
en,Insert mode,<ScrollWheelLeft>,move window six columns left
en,Insert mode,<ScrollWheelRight>,move window six columns right
en,Insert mode,<ScrollWheelUp>,move window three lines up
en,Insert mode,<S-Down>,same as <PageDown>
en,Insert mode,<S-Left>,cursor one word left
en,Insert mode,<S-Right>,cursor one word right
en,Insert mode,<S-ScrollWheelDown>,move window one page down
en,Insert mode,<S-ScrollWheelLeft>,move window one page left
en,Insert mode,<S-ScrollWheelRight>,move window one page right
en,Insert mode,<S-ScrollWheelUp>,move window one page up
en,Insert mode,<S-Up>,same as <PageUp>
en,Insert mode,<Tab>,insert a <Tab> character
en,Insert mode,<Up>,cursor one line up
en,Normal mode,#,search backward for the Nth occurrence of the ident under the cursor
en,Normal mode,%,"find the next (curly/square) bracket on this line and go to its match, or go to matching comment bracket, or go to matching preprocessor directive."
en,Normal mode,&,repeat last :s
en,Normal mode,'',cursor to the first CHAR of the line where the cursor was before the latest jump.
en,Normal mode,'(,cursor to the first CHAR on the line of the start of the current sentence
en,Normal mode,'),cursor to the first CHAR on the line of the end of the current sentence
en,Normal mode,'<,cursor to the first CHAR of the line where highlighted area starts/started in the current buffer.
en,Normal mode,'>,cursor to the first CHAR of the line where highlighted area ends/ended in the current buffer.
en,Normal mode,'[,cursor to the first CHAR on the line of the start of last operated text or start of put text
en,Normal mode,'],cursor to the first CHAR on the line of the end of last operated text or end of put text
en,Normal mode,'{,cursor to the first CHAR on the line of the start of the current paragraph
en,Normal mode,'},cursor to the first CHAR on the line of the end of the current paragraph
en,Normal mode,(,cursor N sentences backward
en,Normal mode,),cursor N sentences forward
en,Normal mode,*,search forward for the Nth occurrence of the ident under the cursor
en,Normal mode,+,same as <CR>
en,Normal mode,",","repeat latest f, t, F or T in opposite direction N times"
en,Normal mode,-,cursor to the first CHAR N lines higher
en,Normal mode,.,repeat last change with count replaced with N
en,Normal mode,:,start entering an Ex command
en,Normal mode,;,"repeat latest f, t, F or T N times"
en,Normal mode,<<,shift N lines one 'shiftwidth' leftwards
en,Normal mode,==,"filter N lines through ""indent"""
en,Normal mode,>>,shift N lines one 'shiftwidth' rightwards
en,Normal mode,@:,"repeat the previous "":"" command N times"
en,Normal mode,@@,repeat the previous @{a-z} N times
en,Normal mode,[#,"cursor to N previous unmatched #if, #else or #ifdef"
en,Normal mode,[',"cursor to previous lowercase mark, on first non-blank"
en,Normal mode,[(,cursor N times back to unmatched '('
en,Normal mode,[*,"same as ""[/"""
en,Normal mode,[/,cursor to N previous start of a C comment
en,Normal mode,[[,cursor N sections backward
en,Normal mode,[],cursor N SECTIONS backward
en,Normal mode,[`,cursor to previous lowercase mark
en,Normal mode,[{,cursor N times back to unmatched '{'
en,Normal mode,]#,cursor to N next unmatched #endif or #else
en,Normal mode,]',"cursor to next lowercase mark, on first non-blank"
en,Normal mode,]),cursor N times forward to unmatched ')'
en,Normal mode,]*,"same as ""]/"""
en,Normal mode,]/,cursor to N next end of a C comment
en,Normal mode,][,cursor N SECTIONS forward
en,Normal mode,]],cursor N sections forward
en,Normal mode,]`,cursor to next lowercase mark
en,Normal mode,]},cursor N times forward to unmatched '}'
en,Normal mode,^,cursor to the first CHAR of the line
en,Normal mode,_,cursor to the first CHAR N - 1 lines lower
en,Normal mode,`(,cursor to the start of the current sentence
en,Normal mode,`),cursor to the end of the current sentence
en,Normal mode,`<,cursor to the start of the highlighted area
en,Normal mode,`>,cursor to the end of the highlighted area
en,Normal mode,`[,cursor to the start of last operated text or start of putted text
en,Normal mode,`],cursor to the end of last operated text or end of putted text
en,Normal mode,``,cursor to the position before latest jump
en,Normal mode,`{,cursor to the start of the current paragraph
en,Normal mode,`},cursor to the end of the current paragraph
en,Normal mode,{,cursor N paragraphs backward
en,Normal mode,|,cursor to column N
en,Normal mode,},cursor N paragraphs forward
en,Normal mode,~,'tildeop' off: switch case of N characters under cursor and move the cursor N characters to the right
en,Normal mode,$,cursor to the end of Nth next line
en,Normal mode,0,cursor to the first char of the line
en,Normal mode,"1,2,3,4,5,6,7,8,9",prepend to command to give a count
en,Normal mode,a,append text after the cursor N times
en,Normal mode,A,append text after the end of the line N times
en,Normal mode,@{a-z},execute the contents of register {a-z} N times
en,Normal mode,"""{a-zA-Z0-9.%#:-""}","use register {a-zA-Z0-9.%#:-""} for next delete, yank or put (uppercase to append) ({.%#:} only work with put)"
en,Normal mode,'{a-zA-Z0-9},cursor to the first CHAR on the line with mark {a-zA-Z0-9}
en,Normal mode,`{a-zA-Z0-9},cursor to the mark {a-zA-Z0-9}
en,Normal mode,b,cursor N words backward
en,Normal mode,B,cursor N WORDS backward
en,Normal mode,<BS>,"same as ""h"""
en,Normal mode,[c,cursor N times backwards to start of change
en,Normal mode,]c,cursor N times forward to start of change
en,Normal mode,<C-End>,"same as ""G"""
en,Normal mode,[{char},square bracket command (see |[| below)
en,Normal mode,]{char},square bracket command (see |]| below)
en,Normal mode,<C-Home>,"same as ""gg"""
en,Normal mode,<C-Left>,"same as ""b"""
en,Normal mode,<C-LeftMouse>,""":ta"" to the keyword at the mouse click"
en,Normal mode,{count}%,go to N percentage in the file
en,Normal mode,{count}:,start entering an Ex command with range from current line to N-1 lines down
en,Normal mode,{count}<Del>,remove the last digit from {count}
en,Normal mode,/<CR>,search forward for {pattern} of last search
en,Normal mode,<CR>,cursor to the first CHAR N lines lower
en,Normal mode,?<CR>,search backward for {pattern} of last search
en,Normal mode,<C-Right>,"same as ""w"""
en,Normal mode,<C-RightMouse>,"same as ""CTRL-T"""
en,Normal mode,CTRL-],:ta to ident under cursor
en,Normal mode,CTRL-^,"edit Nth alternate file (equivalent to "":e #N"")"
en,Normal mode,CTRL-A,add N to number at/after cursor
en,Normal mode,CTRL- a - z,reserved for extensions
en,Normal mode,CTRL-B,scroll N screens Backwards
en,Normal mode,CTRL-C,interrupt current (search) command
en,Normal mode,CTRL- CTRL-G,go to mode specified with 'insertmode'
en,Normal mode,CTRL- CTRL-N,go to Normal mode (no-op)
en,Normal mode,[ CTRL-D,"jump to first #define found in current and included files matching the word under the cursor, start searching at beginning of current file"
en,Normal mode,] CTRL-D,"jump to first #define found in current and included files matching the word under the cursor, start searching at cursor position"
en,Normal mode,CTRL-D,scroll Down N lines (default: half a screen)
en,Normal mode,CTRL-E,scroll N lines upwards (N lines Extra)
en,Normal mode,CTRL-F,scroll N screens Forward
en,Normal mode,CTRL-G,display current file name and position
en,Normal mode,CTRL-H,"same as ""h"""
en,Normal mode,[ CTRL-I,"jump to first line in current and included files that contains the word under the cursor, start searching at beginning of current file"
en,Normal mode,] CTRL-I,"jump to first line in current and included files that contains the word under the cursor, start searching at cursor position"
en,Normal mode,CTRL-I,same as <Tab>
en,Normal mode,CTRL-J,"same as ""j"""
en,Normal mode,CTRL-L,redraw screen
en,Normal mode,CTRL-M,same as <CR>
en,Normal mode,CTRL-N,"same as ""j"""
en,Normal mode,CTRL-O,go to N older entry in jump list
en,Normal mode,CTRL-P,"same as ""k"""
en,Normal mode,CTRL-Q,(used for terminal control flow)
en,Normal mode,CTRL-R,redo changes which were undone with 'u'
en,Normal mode,CTRL-S,(used for terminal control flow)
en,Normal mode,CTRL-T,jump to N older Tag in tag list
en,Normal mode,CTRL-U,scroll N lines Upwards (default: half a screen)
en,Normal mode,CTRL-V,start blockwise Visual mode
en,Normal mode,CTRL-W {char},"window commands, see |CTRL-W|"
en,Normal mode,CTRL-X,subtract N from number at/after cursor
en,Normal mode,CTRL-Y,scroll N lines downwards
en,Normal mode,CTRL-Z,suspend program (or start new shell)
en,Normal mode,[d,"show first #define found in current and included files matching the word under the cursor, start searching at beginning of current file"
en,Normal mode,]d,"show first #define found in current and included files matching the word under the cursor, start searching at cursor position"
en,Normal mode,[D,"list all defines found in current and included files matching the word under the cursor, start searching at beginning of current file"
en,Normal mode,]D,"list all #defines found in current and included files matching the word under the cursor, start searching at cursor position"
en,Normal mode,do,"same as "":diffget"""
en,Normal mode,<Down>,"same as ""j"""
en,Normal mode,dp,"same as "":diffput"""
en,Normal mode,e,cursor forward to the end of word N
en,Normal mode,E,cursor forward to the end of WORD N
en,Normal mode,<End>,"same as ""$"""
en,Normal mode,[f,"same as ""gf"""
en,Normal mode,]f,"same as ""gf"""
en,Normal mode,<F1>,same as <Help>
en,Normal mode,f{char},cursor to Nth occurrence of {char} to the right
en,Normal mode,F{char},cursor to the Nth occurrence of {char} to the left
en,Normal mode,!!{filter},filter N lines through the {filter} command
en,Normal mode,g#,"like ""#"", but without using ""<"" and "">"""
en,Normal mode,g&,"repeat last "":s"" on all lines"
en,Normal mode,g*,"like ""*"", but without using ""<"" and "">"""
en,Normal mode,g<,display previous command output
en,Normal mode,g?,Rot13 encoding operator
en,Normal mode,g??,Rot13 encode current line
en,Normal mode,g],:tselect on the tag under the cursor
en,Normal mode,g^,when 'wrap' off go to leftmost non-white character of the current line that is on the screen; when 'wrap' on go to the leftmost non-white character of the current screen line
en,Normal mode,G,"cursor to line N, default last line"
en,Normal mode,g$,when 'wrap' off go to rightmost character of the current line that is on the screen; when 'wrap' on go to the rightmost character of the current screen line
en,Normal mode,g0,when 'wrap' off go to leftmost character of the current line that is on the screen; when 'wrap' on go to the leftmost character of the current screen line
en,Normal mode,g8,print hex value of bytes used in UTF-8 character under the cursor
en,Normal mode,ga,print ascii value of character under the cursor
en,Normal mode,g{char},"extended commands, see |g| below"
en,Normal mode,g CTRL-],|:tjump| to the tag under the cursor
en,Normal mode,g CTRL-A,only when compiled with MEM_PROFILE defined: dump a memory profile
en,Normal mode,g CTRL-G,show information about current cursor position
en,Normal mode,g CTRL-H,start Select block mode
en,Normal mode,gd,go to definition of word under the cursor in current function
en,Normal mode,gD,go to definition of word under the cursor in current file
en,Normal mode,g<Down>,"same as ""gj"""
en,Normal mode,ge,go backwards to the end of the previous word
en,Normal mode,gE,go backwards to the end of the previous WORD
en,Normal mode,g<End>,"same as ""g$"""
en,Normal mode,gf,start editing the file whose name is under the cursor
en,Normal mode,gF,start editing the file whose name is under the cursor and jump to the line number following the filename.
en,Normal mode,g?g?,Rot13 encode current line
en,Normal mode,gg,"cursor to line N, default first line"
en,Normal mode,gh,start Select mode
en,Normal mode,gH,start Select line mode
en,Normal mode,g<Home>,"same as ""g0"""
en,Normal mode,gi,"like ""i"", but first move to the |'^| mark"
en,Normal mode,gI,"like ""I"", but always start in column 1"
en,Normal mode,gj,"like ""j"", but when 'wrap' on go N screen lines down"
en,Normal mode,gJ,join lines without inserting space
en,Normal mode,gk,"like ""k"", but when 'wrap' on go N screen lines up"
en,Normal mode,g<LeftMouse>,same as <C-LeftMouse>
en,Normal mode,gm,go to character at middle of the screenline
en,Normal mode,g'{mark},like |'| but without changing the jumplist
en,Normal mode,g`{mark},like |`| but without changing the jumplist
en,Normal mode,g<MiddleMouse>,same as <C-MiddleMouse>
en,Normal mode,g@{motion},call 'operatorfunc'
en,Normal mode,g~{motion},swap case for Nmove text
en,Normal mode,go,cursor to byte N in the buffer
en,Normal mode,gQ,"switch to ""Ex"" mode with Vim editing"
en,Normal mode,gq{motion},format Nmove text
en,Normal mode,gR,enter Virtual Replace mode
en,Normal mode,gr{char},virtual replace N chars with {char}
en,Normal mode,g<RightMouse>,same as <C-RightMouse>
en,Normal mode,gs,go to sleep for N seconds (default 1)
en,Normal mode,gu{motion},make Nmove text lowercase
en,Normal mode,gU{motion},make Nmove text uppercase
en,Normal mode,g<Up>,"same as ""gk"""
en,Normal mode,gv,reselect the previous Visual area
en,Normal mode,gV,don't reselect the previous Visual area when executing a mapping or menu in Select mode
en,Normal mode,gw{motion},format Nmove text and keep cursor
en,Normal mode,gx,execute application for file name under the cursor (only with |netrw| plugin)
en,Normal mode,h,cursor N chars to the left
en,Normal mode,H,cursor to line N from top of screen
en,Normal mode,<Help>,open a help window
en,Normal mode,<Home>,"same as ""0"""
en,Normal mode,[i,"show first line found in current and included files that contains the word under the cursor, start searching at beginning of current file"
en,Normal mode,]i,"show first line found in current and included files that contains the word under the cursor, start searching at cursor position"
en,Normal mode,i,insert text before the cursor N times
en,Normal mode,[I,"list all lines found in current and included files that contain the word under the cursor, start searching at beginning of current file"
en,Normal mode,]I,"list all lines found in current and included files that contain the word under the cursor, start searching at cursor position"
en,Normal mode,I,insert text before the first CHAR on the line N times
en,Normal mode,<Insert>,"same as ""i"""
en,Normal mode,j,cursor N lines downward
en,Normal mode,J,Join N lines; default is 2
en,Normal mode,k,cursor N lines upward
en,Normal mode,K,lookup Keyword under the cursor with 'keywordprg'
en,Normal mode,l,cursor N chars to the right
en,Normal mode,L,cursor to line N from bottom of screen
en,Normal mode,<Left>,"same as ""h"""
en,Normal mode,<LeftMouse>,move cursor to the mouse click position
en,Normal mode,[m,cursor N times back to start of member function
en,Normal mode,]m,cursor N times forward to end of member function
en,Normal mode,M,cursor to middle line of screen
en,Normal mode,m{A-Za-z},set mark {A-Za-z} at cursor position
en,Normal mode,<MiddleMouse>,"same as ""gP"" at the mouse click position"
en,Normal mode,[<MiddleMouse>,"same as ""[p"""
en,Normal mode,]<MiddleMouse>,"same as ""]p"""
en,Normal mode,<{motion},shift Nmove lines one 'shiftwidth' leftwards
en,Normal mode,={motion},"filter Nmove lines through ""indent"""
en,Normal mode,>{motion},shift Nmove lines one 'shiftwidth' rightwards
en,Normal mode,~{motion},'tildeop' on: switch case of Nmove text
en,Normal mode,!{motion}{filter},filter Nmove text through the {filter} command
en,Normal mode,n,repeat the latest '/' or '?' N times
en,Normal mode,N,repeat the latest '/' or '?' N times in opposite direction
en,Normal mode,<NL>,"same as ""j"""
en,Normal mode,o,"begin a new line below the cursor and insert text, repeat N times"
en,Normal mode,O,"begin a new line above the cursor and insert text, repeat N times"
en,Normal mode,[p,"like ""P"", but adjust indent to current line"
en,Normal mode,]p,"like ""p"", but adjust indent to current line"
en,Normal mode,[P,"same as ""[p"""
en,Normal mode,]P,"same as ""[p"""
en,Normal mode,<PageDown>,same as CTRL-F
en,Normal mode,<PageUp>,same as CTRL-B
en,Normal mode,/{pattern}<CR>,search forward for the Nth occurrence of {pattern}
en,Normal mode,?{pattern}<CR>,search backward for the Nth previous occurrence of {pattern}
en,Normal mode,q,(while recording) stops recording
en,Normal mode,q/,edit / command-line in command-line window
en,Normal mode,q:,edit : command-line in command-line window
en,Normal mode,q?,edit ? command-line in command-line window
en,Normal mode,Q,"switch to ""Ex"" mode"
en,Normal mode,"q{0-9a-zA-Z""}","record typed characters into named register {0-9a-zA-Z""} (uppercase to append)"
en,Normal mode,R,"enter replace mode: overtype existing characters, repeat the entered text N-1 times"
en,Normal mode,r{char},replace N chars with {char}
en,Normal mode,<Right>,"same as ""l"""
en,Normal mode,<RightMouse>,"start Visual mode, move cursor to the mouse click position"
en,Normal mode,[s,move to the previous misspelled word
en,Normal mode,]s,move to next misspelled word
en,Normal mode,<ScrollWheelDown>,move window three lines down
en,Normal mode,<ScrollWheelLeft>,move window six columns left
en,Normal mode,<ScrollWheelRight>,move window six columns right
en,Normal mode,<ScrollWheelUp>,move window three lines up
en,Normal mode,<S-Down>,same as CTRL-F
en,Normal mode,<S-Left>,"same as ""b"""
en,Normal mode,<S-LeftMouse>,"same as ""*"" at the mouse click position"
en,Normal mode,<Space>,"same as ""l"""
en,Normal mode,<S-Right>,"same as ""w"""
en,Normal mode,<S-RightMouse>,"same as ""#"" at the mouse click position"
en,Normal mode,<S-ScrollWheelDown>,move window one page down
en,Normal mode,<S-ScrollWheelLeft>,move window one page left
en,Normal mode,<S-ScrollWheelRight>,move window one page right
en,Normal mode,<S-ScrollWheelUp>,move window one page up
en,Normal mode,<S-Up>,same as CTRL-B
en,Normal mode,<Tab>,go to N newer entry in jump list
en,Normal mode,t{char},cursor till before Nth occurrence of {char} to the right
en,Normal mode,T{char},cursor till after Nth occurrence of {char} to the left
en,Normal mode,u,undo changes
en,Normal mode,U,undo all latest changes on one line
en,Normal mode,<Undo>,"same as ""u"""
en,Normal mode,<Up>,"same as ""k"""
en,Normal mode,v,start characterwise Visual mode
en,Normal mode,V,start linewise Visual mode
en,Normal mode,w,cursor N words forward
en,Normal mode,W,cursor N WORDS forward
en,Normal mode,"[""x]C","change from the cursor position to the end of the line, and N-1 more lines [into buffer x]; synonym for ""c$"""
en,Normal mode,"[""x]cc",delete N lines [into buffer x] and start insert
en,Normal mode,"[""x]c{motion}",delete Nmove text [into buffer x] and start insert
en,Normal mode,"[""x]D","delete the characters under the cursor until the end of the line and N-1 more lines [into buffer x]; synonym for ""d$"""
en,Normal mode,"[""x]dd",delete N lines [into buffer x]
en,Normal mode,"[""x]<Del>","same as ""x"""
en,Normal mode,"[""x]d{motion}",delete Nmove text [into buffer x]
en,Normal mode,"[""x]gp","put the text [from register x] after the cursor N times, leave the cursor after it"
en,Normal mode,"[""x]gP","put the text [from register x] before the cursor N times, leave the cursor after it"
en,Normal mode,"[""x]p",put the text [from register x] after the cursor N times
en,Normal mode,"[""x]P",put the text [from buffer x] before the cursor N times
en,Normal mode,"[""x]s",(substitute) delete N characters [into buffer x] and start insert
en,Normal mode,"[""x]S","delete N lines [into buffer x] and start insert; synonym for ""cc""."
en,Normal mode,"[""x]x",delete N characters under and after the cursor [into buffer x]
en,Normal mode,"[""x]X",delete N characters before the cursor [into buffer x]
en,Normal mode,"[""x]Y","yank N lines [into buffer x]; synonym for ""yy"""
en,Normal mode,"[""x]y{motion}",yank Nmove text [into buffer x]
en,Normal mode,"[""x]yy",yank N lines [into buffer x]
en,Normal mode,[z,move to start of open fold
en,Normal mode,]z,move to end of open fold
en,Normal mode,z+,"cursor on line N (default line below window), otherwise like ""z<CR>"""
en,Normal mode,z-,"redraw, cursor line at bottom of window, cursor on first non-blank"
en,Normal mode,z.,"redraw, cursor line to center of window, cursor on first non-blank"
en,Normal mode,z=,give spelling suggestions
en,Normal mode,z^,"cursor on line N (default line above window), otherwise like ""z-"""
en,Normal mode,za,"open a closed fold, close an open fold"
en,Normal mode,zA,open a closed fold or close an open fold recursively
en,Normal mode,zb,"redraw, cursor line at bottom of window"
en,Normal mode,zc,close a fold
en,Normal mode,zC,close folds recursively
en,Normal mode,z{char},"commands starting with 'z', see |z| below"
en,Normal mode,z<CR>,"redraw, cursor line to top of window, cursor on first non-blank"
en,Normal mode,zd,delete a fold
en,Normal mode,zD,delete folds recursively
en,Normal mode,ze,when 'wrap' off scroll horizontally to position the cursor at the end (right side) of the screen
en,Normal mode,zE,eliminate all folds
en,Normal mode,zF,create a fold for N lines
en,Normal mode,zf{motion},create a fold for Nmove text
en,Normal mode,zg,mark word as good spelled word
en,Normal mode,zG,mark word as good spelled word
en,Normal mode,zh,when 'wrap' off scroll screen N characters to the right
en,Normal mode,z{height}<CR>,"redraw, make window {height} lines high"
en,Normal mode,zi,toggle 'foldenable'
en,Normal mode,zj,move to the start of the next fold
en,Normal mode,zk,move to the end of the previous fold
en,Normal mode,zl,when 'wrap' off scroll screen N characters to the left
en,Normal mode,z<Left>,"same as ""zh"""
en,Normal mode,zm,subtract one from 'foldlevel'
en,Normal mode,zM,set 'foldlevel' to zero
en,Normal mode,zn,reset 'foldenable'
en,Normal mode,zN,set 'foldenable'
en,Normal mode,zo,open fold
en,Normal mode,zO,open folds recursively
en,Normal mode,ZQ,exit current file always
en,Normal mode,zr,add one to 'foldlevel'
en,Normal mode,zR,set 'foldlevel' to the deepest fold
en,Normal mode,z<Right>,"same as ""zl"""
en,Normal mode,zs,when 'wrap' off scroll horizontally to position the cursor at the start (left side) of the screen
en,Normal mode,zt,"redraw, cursor line at top of window"
en,Normal mode,zv,open enough folds to view the cursor line
en,Normal mode,zw,mark word as wrong (bad) spelled word
en,Normal mode,zW,mark word as wrong (bad) spelled word
en,Normal mode,zx,"re-apply 'foldlevel' and do ""zv"""
en,Normal mode,zX,re-apply 'foldlevel'
en,Normal mode,zz,"redraw, cursor line at center of window"
en,Normal mode,ZZ,"store current file if modified, and exit"
en,submode,CTRL-X CTRL-],complete tags
en,submode,CTRL-X CTRL-D,complete defined identifiers
en,submode,CTRL-X CTRL-E,scroll up
en,submode,CTRL-X CTRL-F,complete file names
en,submode,CTRL-X CTRL-I,complete identifiers
en,submode,CTRL-X CTRL-K,complete identifiers from dictionary
en,submode,CTRL-X CTRL-L,complete whole lines
en,submode,CTRL-X CTRL-N,next completion
en,submode,CTRL-X CTRL-O,omni completion
en,submode,CTRL-X CTRL-P,previous completion
en,submode,CTRL-X CTRL-S,spelling suggestions
en,submode,CTRL-X CTRL-T,complete identifiers from thesaurus
en,submode,CTRL-X CTRL-U,complete with 'completefunc'
en,submode,CTRL-X CTRL-V,complete like in : command line
en,submode,CTRL-X CTRL-Y,scroll down
en,submode,CTRL-X s,spelling suggestions
en,Text objects,"a""",double quoted string
en,Text objects,a',single quoted string
en,Text objects,a(,same as ab
en,Text objects,a),same as ab
en,Text objects,a<,"""a <>"" from '<' to the matching '>'"
en,Text objects,a>,same as a<
en,Text objects,a[,"""a []"" from '[' to the matching ']'"
en,Text objects,a],same as a[
en,Text objects,a`,string in backticks
en,Text objects,a{,same as aB
en,Text objects,a},same as aB
en,Text objects,ab,"""a block"" from ""[("" to ""])"" (with braces)"
en,Text objects,aB,"""a Block"" from ""[{"" to ""]}"" (with brackets)"
en,Text objects,ap,"""a paragraph"" (with white space)"
en,Text objects,as,"""a sentence"" (with white space)"
en,Text objects,at,"""a tag block"" (with white space)"
en,Text objects,aw,"""a word"" (with white space)"
en,Text objects,aW,"""a WORD"" (with white space)"
en,Text objects,"i""",double quoted string without the quotes
en,Text objects,i',single quoted string without the quotes
en,Text objects,i(,same as ib
en,Text objects,i),same as ib
en,Text objects,i<,"""inner <>"" from '<' to the matching '>'"
en,Text objects,i>,same as i<
en,Text objects,i[,"""inner []"" from '[' to the matching ']'"
en,Text objects,i],same as i[
en,Text objects,i`,string in backticks without the backticks
en,Text objects,i{,same as iB
en,Text objects,i},same as iB
en,Text objects,ib,"""inner block"" from ""[("" to ""])"""
en,Text objects,iB,"""inner Block"" from ""[{"" and ""]}"""
en,Text objects,ip,"""inner paragraph"""
en,Text objects,is,"""inner sentence"""
en,Text objects,it,"""inner tag block"""
en,Text objects,iw,"""inner word"""
en,Text objects,iW,"""inner WORD"""
en,Visual mode,:,start a command-line with the highlighted lines as a range
en,Visual mode,<,shift the highlighted lines one 'shiftwidth' left
en,Visual mode,=,filter the highlighted lines through the external program given with the 'equalprg' option
en,Visual mode,>,shift the highlighted lines one 'shiftwidth' right
en,Visual mode,~,swap case for the highlighted area
en,Visual mode,"a""",extend highlighted area with a double quoted string
en,Visual mode,a',extend highlighted area with a single quoted string
en,Visual mode,a(,same as ab
en,Visual mode,a),same as ab
en,Visual mode,a<,extend highlighted area with a <> block
en,Visual mode,a>,same as a<
en,Visual mode,a[,extend highlighted area with a [] block
en,Visual mode,a],same as a[
en,Visual mode,a`,extend highlighted area with a backtick quoted string
en,Visual mode,a{,same as aB
