language,mode,command,description
jp,文字列の挿入,N  I,現在行の最初の非空白文字の前に文字列を(N回)追加
jp,文字列の挿入,N  o,現在行の下に新たな行を追加し、文字列を(N回)追加する。
jp,文字列の挿入,N  O,現在行に新たな行を挿入し、文字列を(N回)追加する。
jp,文字列の挿入,:star[tinsert][!],Insertモードを開始する。[!]を指定するとAppendモードとなる。
jp,文字列の挿入,:startr[eplace][!],Replaceモードを開始する。[!]を指定すると行末から開始する。
jp,特殊な Ex 文字,"""",コメントの開始
jp,特殊な Ex 文字,%,現在のファイル名(ファイル名を使うべき場所でのみ可)
jp,特殊な Ex 文字,|,"コマンドを２つに分割 ("":global""と"":!""では使用不可)"
jp,特殊な Ex 文字,#[num],別のファイル名[num] (ファイル名を使うべき場所でのみ可)
jp,特殊な挿入コマンド,:r! {command},カーソル位置の後ろに {command} を実行した結果の標準出力の内容を挿入
jp,特殊な挿入コマンド,:r [file],カーソル位置の後ろに [file] の内容を挿入
jp,移動,cursor keys,カーソルを上下左右に移動
jp,移動,<End>,その行の最終桁に移動
jp,移動,<Home>,その行の先頭桁に移動
jp,移動,shift-left/right,１単語ごと左右に移動
jp,移動,shift-up/down,１画面ごと前後に移動
jp,繰り返しコマンド,:@@,直前の:@{a-z} を N 回実行
jp,繰り返しコマンド,:@{a-z},レジスタ{a-z}の内容をExコマンドとみなして、N回実行
jp,繰り返しコマンド,N  .,直前のコマンドを繰り返す。(回数はN回となる)
jp,繰り返しコマンド,N  @@,直前の@{a-z} を N 回実行
jp,繰り返しコマンド,N  @{a-z},レジスタ{a-z}の内容を N 回実行
jp,繰り返しコマンド,N  gs,N 秒間の間、何もしない
jp,繰り返しコマンド,q,記録を終了
jp,繰り返しコマンド,q{a-z},入力された文字群をレジスタ{a-z}に記録
jp,繰り返しコマンド,q{A-Z},入力された文字群をレジスタ{a-z}に追加して記録
jp,繰り返しコマンド,:[range]g[lobal]!/{pattern}/[cmd],"[range]の中で、指定の{pattern}に合致**しない**各行に対して[cmd]コマンド(デフォルトでは"":p"")を実行する。"
jp,繰り返しコマンド,:[range]g[lobal]/{pattern}/[cmd],"[range]の中で、指定の{pattern}に合致する各行に対して[cmd]コマンド(デフォルトでは"":p"")を実行する。"
jp,繰り返しコマンド,:sl[eep] [sec],[sec] 秒間の間、何もしない
jp,繰り返しコマンド,:so[urce] {file},{file}からExコマンドを読み出す。
jp,繰り返しコマンド,:so[urce]! {file},{file}からvimコマンドを読み出す。
jp,複数ウィンドウコマンド,CTRL-W +,現在のウィンドウの高さを増やす
jp,複数ウィンドウコマンド,CTRL-W -,現在のウィンドウの高さを減らす
jp,複数ウィンドウコマンド,CTRL-W =,全ウィンドウの高さを同一に
jp,複数ウィンドウコマンド,CTRL-W ],ウィンドウを分割し、カーソル下のタグにジャンプ
jp,複数ウィンドウコマンド,CTRL-W ^,ウィンドウを分割し、別ファイルにジャンプ
jp,複数ウィンドウコマンド,CTRL-W _,現在のウィンドウの高さを変更する(デフォルト:最大)
jp,複数ウィンドウコマンド,CTRL-W b,カーソルを一番下のウィンドウに移動
jp,複数ウィンドウコマンド,CTRL-W c,or  :cl[ose]      バッファを隠しウィンドウを閉じる
jp,複数ウィンドウコマンド,CTRL-W CTRL-W,カーソルを下のウィンドウに移動(wrap)
jp,複数ウィンドウコマンド,CTRL-W f,ウィンドウを分割し、カーソル下のファイルにジャンプ
jp,複数ウィンドウコマンド,CTRL-W j,カーソルを下のウィンドウに移動
jp,複数ウィンドウコマンド,CTRL-W k,カーソルを上のウィンドウに移動
jp,複数ウィンドウコマンド,CTRL-W n,or  :new      新たな空ウィンドウを作成
jp,複数ウィンドウコマンド,CTRL-W o,or  :on[ly]   画面を現在ウィンドウ１つだけにする
jp,複数ウィンドウコマンド,CTRL-W p,カーソルを直前のアクティブウィンドウに移動
jp,複数ウィンドウコマンド,CTRL-W q,or  :q[uit]   編集を終了しウィンドウを閉じる
jp,複数ウィンドウコマンド,CTRL-W r,ウィンドウを下側にローテートする。
jp,複数ウィンドウコマンド,CTRL-W R,ウィンドウを上側にローテートする。
jp,複数ウィンドウコマンド,CTRL-W s,or  :split    ウィンドウを２つに分割
jp,複数ウィンドウコマンド,CTRL-W t,カーソルを一番上のウィンドウに移動
jp,複数ウィンドウコマンド,CTRL-W W,カーソルを上のウィンドウに移動(wrap)
jp,複数ウィンドウコマンド,CTRL-W x,現在のウィンドウを次のウィンドウと入れ換え
jp,複数ウィンドウコマンド,:sf[ind] {file},ウィンドウを分割し、{file}を'path'中で探し、それを編集
jp,複数ウィンドウコマンド,:split {file},ウィンドウを２つに分割し、片方で{file}を開く
jp,複数ウィンドウコマンド,:vertical {cmd},{cmd}が縦分割するようにする
jp,複数ウィンドウコマンド,:vsplit {file},同上。ウインドウは縦分割。
jp,複雑な変更処理,&,"直前の"":s""を現在行について繰り返す。(オプションなし)"
jp,複雑な変更処理,N  ==,N 行を'equalprg'の結果出力に置き換え
jp,複雑な変更処理,N  !!{command}<CR>,N 行を{command}の結果出力に置き換え
jp,複雑な変更処理,N  ={motion},{motion}で指定した範囲を'equalprg'の結果出力に置き換え
jp,複雑な変更処理,N  !{motion}{command}<CR>,{motion}で指定した範囲を{command}の結果出力に置き換え
jp,複雑な変更処理,:[range]! {command}<CR>,[range] の範囲を{command}の結果出力に置き換え
jp,複雑な変更処理,:[range]ret[ab][!] [tabstop],'tabstop'の値を変更し、それに従って空白、TABの類を適切な状態にする。
jp,複雑な変更処理,:[range]s[ubstitute] [g][c],"直前の"":s""を新たな範囲とオプションで繰り返す"
jp,複雑な変更処理,:[range]s[ubstitute]/{pattern}/{string}/[g][c],[range]の範囲の{pattern}を{string}に置換する。[g]を指定すると、見つかった全{pattern}を置換。[c]を指定すると、各置換を確認する。
jp,複雑な変更処理,{visual}=,ビジュアルモードで選択された範囲を'equalprg'の結果出力に置き換え
jp,複雑な変更処理,{visual}!{command}<CR>,ビジュアルモードで選択された範囲を{command}の結果出力に置き換え
jp,雑他な移動コマンド,%,"呼応するカッコ類(""("",""["",""{"")や、コメント、""#if""/""#else""/""#endif""のペアを検索して移動"
jp,雑他な移動コマンド,M,画面上の真ん中の行の最初の非空白文字に移動
jp,雑他な移動コマンド,N  go,現バッファの N バイト目に移動
jp,雑他な移動コマンド,N  H,画面上で N 行目の最初の非空白文字に移動
jp,雑他な移動コマンド,N  L,画面上で下から N 行目の最初の非空白文字に移動
jp,雑他な移動コマンド,:[range]go[to] [off],現バッファの [off] バイト目に移動
