language,mode,command,description
cn,EX 命令,:unm[ap],删除映射
cn,EX 命令,:unme[nu],删除菜单
cn,EX 命令,:uns[ilent],非安静模式执行命令
cn,EX 命令,:up[date],如果有修改，写回缓冲区
cn,EX 命令,:verb[ose],执行命令，过程中设置 'verbose'
cn,EX 命令,:ve[rsion],显示版本号和其它信息
cn,EX 命令,:vert[ical],使得跟随的命令垂直分割
cn,EX 命令,:v[global],对不匹配的行，执行命令
cn,EX 命令,:vie[w],以只读方式编辑文件
cn,EX 命令,:vim[grep],在若干文件里查找模式
cn,EX 命令,:vimgrepa[dd],类似于 :vimgrep，但附加到当前列表
cn,EX 命令,:vi[sual],"等同于 "":edit""，但关掉 ""Ex"" 模式"
cn,EX 命令,:viu[sage],普通模式命令的总览
cn,EX 命令,:vm[ap],"类似于 "":map""，但使用可视+选择模式"
cn,EX 命令,:vmapc[lear],删除可视+选择模式所有的映射
cn,EX 命令,:vme[nu],为可视+选择模式增加菜单
cn,EX 命令,:vne[w],建立新的空白窗口，垂直分割
cn,EX 命令,:vn[oremap],"类似于 "":noremap""，但使用可视+选择模式"
cn,EX 命令,:vnoreme[nu],"类似于 "":noremenu""，但使用可视+选择模式"
cn,EX 命令,:vs[plit],垂直分割当前窗口
cn,EX 命令,:vu[nmap],"类似于 "":unmap""，但使用可视+选择模式"
cn,EX 命令,:vunme[nu],删除可视+选择模式的菜单
cn,EX 命令,:wa[ll],写回所有 (改变的) 缓冲区
cn,EX 命令,:wh[ile],只要条件满足，执行循环体
cn,EX 命令,:winc[md],执行窗口 (CTRL-W) 命令
cn,EX 命令,:windo,为每个窗口执行命令
cn,EX 命令,:winp[os],取得或者设置窗口位置
cn,EX 命令,:wi[nsize],取得或者设置窗口大小 (已废弃)
cn,EX 命令,:wn[ext],写回文件，然后跳转到参数列表的下一个文件
cn,EX 命令,:wN[ext],写回文件，然后跳转到参数列表的前一个文件
cn,EX 命令,:wp[revious],写回文件，然后跳转到参数列表的前一个文件
cn,EX 命令,:wq,写回文件，然后退出窗口或者 Vim
cn,EX 命令,:wqa[ll],写回所有 (改变的) 缓冲区然后退出 Vim
cn,EX 命令,:w[rite],写回文件
cn,EX 命令,:ws[verb],把动词通过 IPC 发送给 workshop
cn,EX 命令,:wu[ndo],把撤销信息写入文件
cn,EX 命令,:wv[iminfo],写入 viminfo 文件
cn,EX 命令,:X,请求加密密钥
cn,EX 命令,:xa[ll],"等同于 "":wqall"""
cn,EX 命令,:x[it],如果缓冲区被改动，写入之。然后退出窗口或者 Vim
cn,EX 命令,:xm[ap],"类似于 "":map""，但使用可视模式"
cn,EX 命令,:xmapc[lear],删除可视模式的所有映射
cn,EX 命令,:xme[nu],增加可视模式的菜单
cn,EX 命令,:xn[oremap],"类似于 "":noremap""，但使用可视模式"
cn,EX 命令,:xnoreme[nu],"类似于 "":noremenu""，但使用可视模式"
cn,EX 命令,:xu[nmap],"类似于 "":unmap""，但使用可视模式"
cn,EX 命令,:xunme[nu],删除可视模式的菜单
cn,EX 命令,:y[ank],抽出行到寄存器
cn,EX 命令,:z,显示一些行
cn,'g' 开始的命令,g#,"类似于 ""#""，但不使用 ""<"" 和 "">"""
cn,'g' 开始的命令,g&,"在所有行上重复上次的 "":s"""
cn,'g' 开始的命令,g*,"类似于 ""*""，但不使用 ""<"" 和 "">"""
cn,'g' 开始的命令,g<,显示上次的命令输出
cn,'g' 开始的命令,g?,Rot13 编码操作符
cn,'g' 开始的命令,g??,Rot13 编码当前行
cn,'g' 开始的命令,g],:tselect 到光标所在的标签上
cn,'g' 开始的命令,g^,'wrap' 关闭时转到当前行最左侧屏幕上可见的非空白字符'wrap' 打开时转到当前屏幕行最左侧的非空白字符
cn,'g' 开始的命令,g$,'wrap' 关闭时转到当前行最右侧屏幕上可见的字符'wrap' 打开时转到当前屏幕行最右侧的字符
cn,'g' 开始的命令,g0,'wrap' 关闭时转到当前行最左侧屏幕上可见的字符'wrap' 打开时转到当前屏幕行最左侧的字符
cn,'g' 开始的命令,g8,显示光标所在的 UTF-8 字符的十六进制字节码
cn,'g' 开始的命令,ga,打印光标所在处的字符的 ascii 值
cn,'g' 开始的命令,g CTRL-],|:tjump| 到光标所在的标签上
cn,'g' 开始的命令,g CTRL-A,只有在编译时加入了 MEM_PROFILE 时才有定义:转储内存内容
cn,'g' 开始的命令,g CTRL-G,显示当前光标位置
cn,'g' 开始的命令,g CTRL-H,启动选择列块模式
cn,'g' 开始的命令,gd,转到当前函数里当前光标所在的单词的定义
cn,'g' 开始的命令,gD,转到当前文件的光标所在单词的定义
cn,'g' 开始的命令,g<Down>,"等同于 ""gj"""
cn,'g' 开始的命令,ge,反向转到前一个单词的结尾处
cn,'g' 开始的命令,gE,反向转移到上一个 WORD 的结尾处
cn,'g' 开始的命令,g<End>,"等同于 ""g$"""
cn,'g' 开始的命令,gf,开始编辑当前光标所在的名字对应的文件
cn,'g' 开始的命令,gF,开始编辑光标所在的文件名并跳转到文件名后的行号上。
cn,'g' 开始的命令,g?g?,Rot13 编码当前行
cn,'g' 开始的命令,gg,光标移动到第 N 行，缺省是第一行
cn,'g' 开始的命令,gh,开始选择模式
cn,'g' 开始的命令,gH,启动选择行模式
cn,'g' 开始的命令,g<Home>,"等同于 ""g0"""
cn,'g' 开始的命令,gi,"类似于 ""i""，但先移动到 |'^| 位置标记"
cn,'g' 开始的命令,gI,"类似于 ""I""，但总是从第一列开始"
cn,'g' 开始的命令,gj,"类似于 ""j""，但 'wrap' 打开时往下 N 个屏幕行"
cn,'g' 开始的命令,gJ,连接行，不插入空格
cn,'g' 开始的命令,gk,"类似于 ""k""，但 'wrap' 打开时往上 N 个屏幕行"
cn,'g' 开始的命令,g<LeftMouse>,等同于 <C-LeftMouse>
cn,'g' 开始的命令,gm,转到屏幕行正中间的那个字符
cn,'g' 开始的命令,g'{mark},类似于 |'|，但不改变跳转表
cn,'g' 开始的命令,g`{mark},类似于 |`|，但不改表跳转表
cn,'g' 开始的命令,g<MiddleMouse>,等同于 <C-MiddleMouse>
cn,'g' 开始的命令,g@{motion},调用 'operatorfunc'
cn,'g' 开始的命令,g~{motion},改变 Nmove 文本的大小写
cn,'g' 开始的命令,go,光标移动到缓冲区的第 N 个字节
cn,'g' 开始的命令,gq{motion},排版 Nmove 文本
cn,'g' 开始的命令,gR,进入虚拟替换模式
cn,'g' 开始的命令,gr{char},虚拟替换 N 个字符为 {char}
cn,'g' 开始的命令,g<RightMouse>,等同于 <C-RightMouse>
cn,'g' 开始的命令,gs,睡眠 N 秒 (缺省 1)
cn,'g' 开始的命令,gu{motion},使得 Nmove 文本全部小写
cn,'g' 开始的命令,gU{motion},使得 Nmove 文本全部大写
cn,'g' 开始的命令,g<Up>,"等同于 ""gk"""
cn,'g' 开始的命令,gv,重新选择上次的可视区域
cn,'g' 开始的命令,gV,在执行选择模式下的映射或者菜单时，不要重复选择过去的可视区域
cn,'g' 开始的命令,gw{motion},排版 Nmove 文本并保持光标位置
cn,'g' 开始的命令,gx,执行光标下的文件名对应的应用程序 (仅限于|netrw| 插件)
cn,'g' 开始的命令,"[""x]gp",在光标后面放置文本 [从寄存器 x] N 次，光标留在后面
cn,'g' 开始的命令,"[""x]gP",在光标签放置文本 [从寄存器 x] N 次，光标留在插入文本之后
cn,'z' 开始的命令,z+,"光标移动到第 N 行 (缺省为窗口之后的第一行)，其它同 ""z<CR>"""
cn,'z' 开始的命令,z-,重画，光标移动到窗口末行的第一个非空白字符
cn,'z' 开始的命令,z.,重画，光标移动到窗口的中间行的第一个非空白字符
cn,'z' 开始的命令,z=,给出拼写建议
cn,'z' 开始的命令,z^,"光标移动到第 N 行 (缺省为窗口之前的一行)，其它同 ""z-"""
cn,'z' 开始的命令,za,打开关闭的折叠，或关闭打开的折叠
cn,'z' 开始的命令,zA,递归打开一个关闭的折叠或关闭一个打开的折叠
cn,'z' 开始的命令,zb,重画，光标在窗口底行
cn,'z' 开始的命令,zc,关闭折叠
cn,'z' 开始的命令,zC,递归关闭折叠
cn,'z' 开始的命令,z<CR>,重画，光标移动到窗口的顶行的第一个非空白字符
cn,'z' 开始的命令,zd,删除折叠
cn,'z' 开始的命令,zD,递归删除折叠
cn,'z' 开始的命令,ze,'wrap' 关闭时，水平滚动使得光标定位到屏幕的尾部 (最右侧)
cn,'z' 开始的命令,zE,除去所有折叠
cn,'z' 开始的命令,zF,为 N 行建立折叠
cn,'z' 开始的命令,zf{motion},为 Nmove 文本建立折叠
cn,'z' 开始的命令,zg,把单词标记为拼写正确 (good)
cn,'z' 开始的命令,zG,把单词标记为拼写正确 (good)
cn,'z' 开始的命令,zh,'wrap' 关闭时，水平右滚屏幕 N 个字符
cn,'z' 开始的命令,z{height}<CR>,重画，使得窗口高度为 {height} 行
cn,'z' 开始的命令,zi,切换 'foldenable'
cn,'z' 开始的命令,zj,移动到下一个折叠的开始处
cn,'z' 开始的命令,zk,移动到前一个折叠的结束处
cn,'z' 开始的命令,zl,'wrap' 关闭时，水平左滚屏幕 N 个字符
cn,'z' 开始的命令,z<Left>,"等同于 ""zh"""
cn,'z' 开始的命令,zm,从 'foldlevel' 减一
cn,'z' 开始的命令,zM,设置 'foldlevel' 为零
cn,'z' 开始的命令,zn,复位 'foldenable'
cn,'z' 开始的命令,zN,置位 'foldenable'
cn,'z' 开始的命令,zo,打开折叠
cn,'z' 开始的命令,zO,递归打开折叠
cn,'z' 开始的命令,zr,给 'foldlevel' 加一
cn,'z' 开始的命令,zR,设置 'foldlevel' 为最大折叠级别
cn,'z' 开始的命令,z<Right>,"等同于 ""zl"""
cn,'z' 开始的命令,zs,'wrap' 关闭时，水平滚动使得光标定位到屏幕的起始处 (最左侧)
cn,'z' 开始的命令,zt,重画，光标移动到窗口的顶部
cn,'z' 开始的命令,zv,打开足够的折叠，使得当前行可见
cn,'z' 开始的命令,zw,把单词标记为拼写错误 (wrong)
cn,'z' 开始的命令,zW,把单词标记为拼写错误 (wrong)
cn,'z' 开始的命令,zx,"重新应用 'foldlevel' 然后执行 ""zv"""
cn,'z' 开始的命令,zX,重新应用 'foldlevel'
cn,'z' 开始的命令,zz,重画，光标移动到窗口的中间行
cn,可视模式,:,使用高亮行作为范围，开始一个命令行
cn,可视模式,<,左移高亮行一个 'shiftwidth'
cn,可视模式,=,用 {equalprg} 选项指定的外部程序过滤高亮行
cn,可视模式,>,右移高亮行一个 'shiftwidth'
cn,可视模式,~,改变高亮区域的大小写
cn,可视模式,"a""",扩展高亮区域，使包含一个双引号字符串
cn,可视模式,a',扩展高亮区域，使包含一个单引号字符串
cn,可视模式,a(,等同于 ab
cn,可视模式,a),等同于 ab
cn,可视模式,a<,扩展高亮区域，使包含一个 <> 块
cn,可视模式,a>,等同于 a<
cn,可视模式,a[,扩展高亮区域，使包含一个 [] 块
cn,可视模式,a],等同于 a[
cn,可视模式,a`,扩展高亮区域，使包含一个反引号字符串
cn,可视模式,a{,等同于 aB
cn,可视模式,a},等同于 aB
cn,可视模式,A,列块模式下: 在高亮区域的所有行后附加相同的文本
cn,可视模式,ab,扩展高亮区域，使包含一个 () 块
cn,可视模式,aB,扩展高亮区域，使包含一个 {} 块
cn,可视模式,ap,扩展高亮区域，使包含一个段落
cn,可视模式,as,扩展高亮区域，使包含一个句子
cn,可视模式,at,扩展高亮区域，使包含一个标签块
cn,可视模式,aw,"扩展高亮区域，使包含 ""一个单词"""
cn,可视模式,aW,"扩展高亮区域，使包含 ""一个 WORD"""
cn,可视模式,<BS>,选择模式: 删除高亮区域
cn,可视模式,c,删除高亮区域，并开始插入
cn,可视模式,C,删除高亮行，并开始插入
cn,可视模式,CTRL-],跳转到高亮的标签上
cn,可视模式,CTRL-C,结束可视模式
cn,可视模式,CTRL- CTRL-G,转到 'insertmode' 指定的模式
cn,可视模式,CTRL- CTRL-N,结束可视模式
cn,可视模式,CTRL-G,在可视模式和选择模式间切换
cn,可视模式,CTRL-H,等同于 <BS>
cn,可视模式,CTRL-O,从选择模式切换到可视模式，只限于下个命令
cn,可视模式,CTRL-V,使得可视模式面向列块，或者退出可视模式
cn,可视模式,d,删除高亮区域
cn,可视模式,D,删除高亮行
cn,可视模式,<Esc>,结束可视模式
cn,可视模式,!{filter},通过外部命令 {filter} 过滤高亮行
cn,可视模式,gJ,连接高亮行，不插入空格
cn,可视模式,gq,排版高亮行
cn,可视模式,gv,交换现在和以前的高亮区域
cn,可视模式,"i""",扩展高亮区域，使包含一个双引号字符串 (但不含引号)
cn,可视模式,i',扩展高亮区域，使包含一个单引号字符串 (但不含引号)
cn,可视模式,i(,等同于 ib
cn,可视模式,i),等同于 ib
cn,可视模式,i<,扩展高亮区域，使包含内含 <> 块
cn,可视模式,i>,等同于 i<
cn,可视模式,i[,扩展高亮区域，使包含内含 [] 块
cn,可视模式,i],等同于 i[
cn,可视模式,i`,扩展高亮区域，使包含一个反引号字符串 (但不含反引号)
cn,可视模式,i{,等同于 iB
cn,可视模式,i},等同于 iB
cn,可视模式,I,列块模式: 在所有高亮行之前插入相同的文本
cn,可视模式,ib,扩展高亮区域，使包含内含 () 块
cn,可视模式,iB,扩展高亮区域，使包含内含 {} 块
cn,可视模式,ip,扩展高亮区域，使包含内含段落
cn,可视模式,is,扩展高亮区域，使包含内含句子
cn,可视模式,it,扩展高亮区域，使包含内含标签块
cn,可视模式,iw,"扩展高亮区域，使包含 ""内含单词"""
cn,可视模式,iW,"扩展高亮区域，使包含 ""内含 WORD"""
cn,可视模式,J,连接高亮行
cn,可视模式,K,在高亮区域上运行 'keywordprg'
cn,可视模式,o,移动光标到区域的另一侧
cn,可视模式,O,水平移动到区域的另外一侧
cn,可视模式,Q,不启动 Ex 模式
cn,可视模式,r,删除高亮区域，并开始插入
cn,可视模式,R,删除高亮行并开始插入
cn,可视模式,s,删除高亮区域，并开始插入
cn,可视模式,S,删除高亮行并开始插入
cn,可视模式,u,使得高亮区域全变小写
cn,可视模式,U,使得高亮区域全变大写
cn,可视模式,v,使得可视模式面向字符，或者退出可视模式
cn,可视模式,V,使得可视区域面向行，或者退出可视模式
cn,可视模式,x,删除高亮区域
cn,可视模式,X,删除高亮区域
cn,可视模式,y,抽出高亮区域
cn,可视模式,Y,抽出高亮行
cn,命令行编辑,<BS>,删除光标前面的字符
cn,命令行编辑,{char1} <BS> {char2},'digraph' 打开时，输入二合字母
cn,命令行编辑,<C-Left>,光标左移一个单词
cn,命令行编辑,<CR>,执行输入的命令
cn,命令行编辑,<C-Right>,光标右移一个单词
cn,命令行编辑,CTRL-,其它     不用
cn,命令行编辑,CTRL-[,等同于 <Esc>
cn,命令行编辑,CTRL-],激活缩写
cn,命令行编辑,CTRL-^,切换 |:lmap| 映射的使用
cn,命令行编辑,CTRL-_,'allowrevins'  打开时: 改变语言 (希伯来，波斯)
cn,命令行编辑,CTRL-A,使用光标前面的模式进行补全，并插入所有的匹配
cn,命令行编辑,CTRL- a - d,保留给扩展用
cn,命令行编辑,CTRL-B,光标移动到命令行开始的地方
cn,命令行编辑,CTRL-C,等同于 <ESC>
cn,命令行编辑,CTRL- CTRL-G,转到 'insertmode' 指定的模式，放弃命令行
cn,命令行编辑,CTRL- CTRL-N,转到普通模式，放弃命令行
cn,命令行编辑,CTRL-D,列出光标前面模式的所有补全
cn,命令行编辑,CTRL-E,光标移动到命令行结束的地方
cn,命令行编辑,CTRL- e {expr},以 {expr} 的结果替换命令行
cn,命令行编辑,CTRL-F,'cedit' 的缺省值: 打开命令行窗口；否则不用
cn,命令行编辑,CTRL- f - z,保留给扩展用
cn,命令行编辑,CTRL-H,等同于 <BS>
cn,命令行编辑,CTRL-I,等同于 <Tab>
cn,命令行编辑,CTRL-J,等同于 <CR>
cn,命令行编辑,CTRL-K {char1} {char2},输入二合字母
cn,命令行编辑,CTRL-L,补全光标前的模式，并插入最长的公共子串
cn,命令行编辑,CTRL-M,等同于 <CR>
cn,命令行编辑,CTRL-N,使用 'wildchar' 并有多个匹配: 转到下一个匹配，不然: 等同于 <Down>
cn,命令行编辑,CTRL-O,不同
cn,命令行编辑,CTRL-P,使用 'wildchar' 并有多个匹配: 转到上一个匹配，不然: 等同于 <Up>
cn,命令行编辑,CTRL-Q,等同于 CTRL-V，除非用于终端控制流
cn,命令行编辑,"CTRL-R {0-9a-z""%#*:= CTRL-F CTRL-P CTRL-W CTRL-A}",插入寄存器的内容或特殊对象到光标所在的地方，如同直接输入那样
cn,命令行编辑,"CTRL-R CTRL-R {0-9a-z""%#*:= CTRL-F CTRL-P CTRL-W CTRL-A}",按本义插入寄存器的内容或特殊对象到光标所在的地方
cn,命令行编辑,CTRL-S,(用于终端控制流)
cn,命令行编辑,CTRL-U,删除所有字符
cn,命令行编辑,CTRL-V,按本义插入下一个非数字字符，或者插入其后三位数字所代表的单个字节。
cn,命令行编辑,CTRL-W,删除光标前面的单词
cn,命令行编辑,CTRL-Y,复制 (抽出) 无模式的选择
cn,命令行编辑,<Del>,删除光标所在的字符
cn,命令行编辑,<Down>,从历史中调入匹配光标前模式的后一个命令行
cn,命令行编辑,<End>,光标移动到命令行结束的地方
cn,命令行编辑,<Esc>,放弃命令行，不执行
cn,命令行编辑,<Home>,光标移动到命令行开始的地方
cn,命令行编辑,<Insert>,切换插入/替换模式
cn,命令行编辑,<Left>,光标左移
cn,命令行编辑,<LeftMouse>,光标移动到鼠标点击的地方
cn,命令行编辑,<NL>,等同于 <CR>
cn,命令行编辑,<PageDown>,等同于 <S-Down>
cn,命令行编辑,<PageUp>,等同于 <S-Up>
cn,命令行编辑,<Right>,光标右移
cn,命令行编辑,<S-Down>,从历史中调入后一个命令行
cn,命令行编辑,<S-Left>,光标左移一个单词
cn,命令行编辑,<S-Right>,光标右移一个单词
cn,命令行编辑,<S-Tab>,等同于 CTRL-P
cn,命令行编辑,<S-Up>,从历史中调入前一个命令行
cn,命令行编辑,<Tab>,如果 'wildchar' 是 <Tab>: 补全光标前面的模式
cn,命令行编辑,<Up>,从历史中调入匹配光标前模式的前一个命令行
cn,命令行编辑,'wildchar',补全光标前面的模式 (缺省: <Tab>)
cn,子模式的命令,CTRL-X CTRL-],补全标签
cn,子模式的命令,CTRL-X CTRL-D,补全定义过的标识符
cn,子模式的命令,CTRL-X CTRL-E,上滚
cn,子模式的命令,CTRL-X CTRL-F,补全文件名
cn,子模式的命令,CTRL-X CTRL-I,补全标识符
cn,子模式的命令,CTRL-X CTRL-K,从字典补全标识符
cn,子模式的命令,CTRL-X CTRL-L,补全完整的行
cn,子模式的命令,CTRL-X CTRL-N,下一个补全
cn,子模式的命令,CTRL-X CTRL-O,全能 (omni) 补全
cn,子模式的命令,CTRL-X CTRL-P,上一个补全
cn,子模式的命令,CTRL-X CTRL-S,拼写建议
cn,子模式的命令,CTRL-X CTRL-T,从同义词词典补全标识符
cn,子模式的命令,CTRL-X CTRL-U,用 'completefunc' 补全
cn,子模式的命令,CTRL-X CTRL-V,如同 : 命令行那样补全
cn,子模式的命令,CTRL-X CTRL-Y,下滚
cn,子模式的命令,CTRL-X s,拼写建议
cn,插入模式,0 CTRL-D,删除当前行的所有缩进
cn,插入模式,<BS>,删除光标前的字符
cn,插入模式,<C-End>,光标移到文件尾后面
cn,插入模式,{char1}<BS>{char2},输入二合字母 (只有打开了 'digraph' 选项才有效)
cn,插入模式,<C-Home>,光标移到文件首
cn,插入模式,<C-Left>,光标左移一个单词
cn,插入模式,<CR>,开始新行
cn,插入模式,<C-Right>,光标右移一个单词
cn,插入模式,CTRL-@,插入最近插入的文本并停止插入
cn,插入模式,CTRL-[,等同于 <Esc>
cn,插入模式,CTRL-],切换缩写
cn,插入模式,CTRL-^,切换 |:lmap| 映射的使用
cn,插入模式,CTRL-_,'allowrevins' 打开时: 改变语言(希伯来语，波斯语等) {仅当编译时加入|+rightleft| 特性才有效}
cn,插入模式,CTRL-A,插入最近插入的文本
cn,插入模式,CTRL- a - z,保留给扩展用
cn,插入模式,CTRL-C,退出插入模式，不检查缩写，除非置位了'insertmode'。
cn,插入模式,CTRL- CTRL-G,进入 'insertmode' 指定的模式
cn,插入模式,CTRL- CTRL-N,进入普通模式
cn,插入模式,^ CTRL-D,删除当前行的所有缩进，在下一行恢复删除的缩进
cn,插入模式,CTRL-D,在当前行删除一个 shiftwidth 的缩进
cn,插入模式,CTRL-E,插入光标下方的字符
cn,插入模式,CTRL-G CTRL-J,往下一行，到插入开始的列
cn,插入模式,CTRL-G CTRL-K,往上一行，到插入开始的列
cn,插入模式,CTRL-G <Down>,往下一行，到插入开始的列
cn,插入模式,CTRL-G j,往下一行，到插入开始的列
cn,插入模式,CTRL-G k,往上一行，到插入开始的列
cn,插入模式,CTRL-G u,开始新的不可撤消的编辑
cn,插入模式,CTRL-G <Up>,往上一行，到插入开始的列
cn,插入模式,CTRL-H,等同于 <BS>
cn,插入模式,CTRL-I,等同于 <Tab>
cn,插入模式,CTRL-J,等同于 <CR>
cn,插入模式,CTRL-K {char1} {char2},输入二合字母
cn,插入模式,CTRL-L,'insertmode' 打开时: 离开插入模式
cn,插入模式,CTRL-M,等同于 <CR>
cn,插入模式,CTRL-N,查找光标前面的关键字的下一个匹配
cn,插入模式,CTRL-O,执行单个命令然后回到插入模式
cn,插入模式,CTRL-P,查找光标前面的关键字的前一个匹配
cn,插入模式,CTRL-Q,等同于 CTRL-V，除非它用于终端控制流
cn,插入模式,"CTRL-R {0-9a-z""%#*:=}",插入寄存器内容
cn,插入模式,"CTRL-R CTRL-O {0-9a-z""%#*:=}",按本义插入寄存器内容，而且不自动缩进
cn,插入模式,"CTRL-R CTRL-P {0-9a-z""%#*:=}",按本义插入寄存器内容，而且修正缩进
cn,插入模式,"CTRL-R CTRL-R {0-9a-z""%#*:=}",按本义插入寄存器内容
cn,插入模式,CTRL-S,(用于终端控制流)
cn,插入模式,CTRL-T,在当前行插入一个 shiftwidth 的缩进
cn,插入模式,CTRL-U,删除当前行的所有输入字符
cn,插入模式,CTRL-V {char},按本义插入下一个非数字字符
cn,插入模式,CTRL-V {number},插入三位十进制数字代表的单个字节。
cn,插入模式,CTRL-W,删除光标前的单词
cn,插入模式,CTRL-X {mode},进入 CTRL-X 子模式，见 |i_CTRL-X_index|
cn,插入模式,CTRL-Y,插入光标上方的字符
cn,插入模式,CTRL-Z,'insertmode' 打开时: 暂停 Vim
cn,插入模式,<Del>,删除光标所在的字符
cn,插入模式,<Down>,光标下移一行
cn,插入模式,<End>,光标移到行尾后面
cn,插入模式,<Esc>,结束插入模式 (除非打开了 'insertmode')
cn,插入模式,<F1>,等同于 <Help>
cn,插入模式,<Help>,停止插入模式显示帮助窗口
cn,插入模式,<Home>,光标移到行首
cn,插入模式,<Insert>,切换插入/替换模式
cn,插入模式,<Left>,光标左移一个字符
cn,插入模式,<LeftMouse>,光标移到鼠标点击处
cn,插入模式,<NL>,等同于 <CR>
cn,插入模式,<PageDown>,满屏下滚
cn,插入模式,<PageUp>,满屏上滚
cn,插入模式,<Right>,光标右移一个字符
cn,插入模式,<ScrollWheelDown>,窗口向下滚动三行
cn,插入模式,<ScrollWheelLeft>,窗口向左滚动六列
cn,插入模式,<ScrollWheelRight>,窗口向右滚动六列
cn,插入模式,<ScrollWheelUp>,窗口向上滚动三行
cn,插入模式,<S-Down>,等同于 <PageDown>
cn,插入模式,<S-Left>,光标左移一个单词
cn,插入模式,<S-Right>,光标右移一个单词
cn,插入模式,<S-ScrollWheelDown>,窗口向下滚动完整一页
cn,插入模式,<S-ScrollWheelLeft>,窗口向左滚动完整一页
cn,插入模式,<S-ScrollWheelRight>,窗口向右滚动完整一页
cn,插入模式,<S-ScrollWheelUp>,窗口向上滚动完整一页
cn,插入模式,<S-Up>,等同于 <PageUp>
cn,插入模式,<Tab>,插入 <Tab> 字符
cn,插入模式,<Up>,光标上移一行
cn,文本对象,"a""",双引号字符串
cn,文本对象,a',单引号字符串
cn,文本对象,a(,等同于 ab
cn,文本对象,a),等同于 ab
cn,文本对象,a<,"""一个 <> 块"" 从 '<' 到匹配的 '>'"
cn,文本对象,a>,等同于 a<
cn,文本对象,a[,"""一个 [] 块"" 从 '[' 到匹配的 ']'"
cn,文本对象,a],等同于 a[
cn,文本对象,a`,反引号字符串
cn,文本对象,a{,等同于 aB
cn,文本对象,a},等同于 aB
cn,文本对象,ab,"""一个块"" 从 ""[("" 到 ""])"" (带上括号)"
cn,文本对象,aB,"""一个大块"" 从 ""[{"" 到 ""]}"" (带上括号)"
cn,文本对象,ap,"""一个段落"" (带上空白)"
cn,文本对象,as,"""一个句子"" (带上空白)"
cn,文本对象,at,"""一个标签块"" (带上空白)"
cn,文本对象,aw,"""一个单词"" (带上空白)"
cn,文本对象,aW,"""一个字串"" (带上空白)"
cn,文本对象,"i""",双引号字符串，不带引号
cn,文本对象,i',单引号字符串，不带引号
cn,文本对象,i(,等同于 ib
cn,文本对象,i),等同于 ib
cn,文本对象,i<,"""内含 <> 块"" 从 '<' 到匹配的 '>'"
cn,文本对象,i>,等同于 i<
cn,文本对象,i[,"""内含 [] 块"" 从 '[' 到匹配的 ']'"
cn,文本对象,i],等同于 i[
cn,文本对象,i`,反引号字符串，不带反引号
cn,文本对象,i{,等同于 iB
cn,文本对象,i},等同于 iB
cn,文本对象,ib,"""内含块"" 从 ""[("" 到 ""])"""
cn,文本对象,iB,"""内含大块"" 从 ""[{"" 到 ""]}"""
cn,文本对象,ip,"""内含段落"""
cn,文本对象,is,"""内含句子"""
cn,文本对象,it,"""内含标签块"""
cn,文本对象,iw,"""内含单词"""
cn,文本对象,iW,"""内含字串"""
cn,方括号命令,[#,光标移动到前面第 N 个未匹配的 #if、#else 或者 #ifdef
cn,方括号命令,[',光标移动到前面的小写位置标记，定位在它所在行的第一个非空白字符上
cn,方括号命令,[(,光标移动到前面第 N 个未匹配的 '('
cn,方括号命令,[*,"等同于 ""[/"""
cn,方括号命令,[/,光标移动到前面第 N 个 C 注释的开始处
cn,方括号命令,[[,光标后退 N 个小节
cn,方括号命令,[],光标后退 N 个 SECTION
cn,方括号命令,[`,光标移动到前一个小写位置标记
cn,方括号命令,[{,光标后退 N 个未匹配的 '{'
cn,方括号命令,]#,光标移动到后面第 N 个未匹配的 #endif、#else
cn,方括号命令,]',光标移动到后面的小写位置标记，定位在它所在行的第一个非空白字符上
cn,方括号命令,](,光标移动到后面第 N 个未匹配的 ')'
cn,方括号命令,]*,"等同于 ""]/"""
cn,方括号命令,]/,光标移动到后面第 N 个 C 注释的结尾处
cn,方括号命令,]],光标前进 N 个小节
cn,方括号命令,]`,光标移动到后一个小写位置标记
cn,方括号命令,]{,光标前进 N 个未匹配的 '}'
cn,方括号命令,[c,光标后退 N 个更改开始的地方
cn,方括号命令,]c,光标前进 N 个更改开始的地方
cn,方括号命令,[ CTRL-D,跳转到第一个在当前文件和它包含的头文件里匹配光标所在的单词的 #define，从当前文件的头部开始
cn,方括号命令,] CTRL-D,跳转到第一个在当前文件和它包含的头文件里匹配光标所在的单词的 #define，从光标位置开始
cn,方括号命令,[ CTRL-I,跳转到第一个在当前文件和它包含的头文件里匹配光标所在单词的位置，从当前文件头部开始
cn,方括号命令,] CTRL-I,跳转到第一个在当前文件和它包含的头文件里匹配光标所在单词的位置，从光标位置开始
cn,方括号命令,[d,显示第一个在当前文件和它包含的头文件里匹配光标所在的单词的 #define，从当前文件的头部开始
cn,方括号命令,]d,显示第一个在当前文件和它包含的头文件里匹配光标所在的单词的 #define，从光标位置开始
cn,方括号命令,[D,列出在当前文件和它包含的头文件里匹配光标所在的单词的所有定义，从当前文件的头部开始
cn,方括号命令,]D,列出在当前文件和它包含的头文件里匹配光标所在的单词的所有定义，从光标位置开始
cn,方括号命令,[f,"等同于 ""gf"""
cn,方括号命令,]f,"等同于 ""gf"""
